,Real,Predito,Datetime,Theta,GHI,DNI,DHI,datetime_utc,datetime_local,irradiancias IA,irradiancias SPA
873,15.0,15.0,2019-11-07 04:30:00,0.0,0,0,0,2019-11-07 04:30:00+00:00,2019-11-07 01:30:00-03:00,0.0,0.0
874,15.0,15.0,2019-11-07 05:00:00,0.0,0,0,0,2019-11-07 05:00:00+00:00,2019-11-07 02:00:00-03:00,0.0,0.0
875,15.0,15.0,2019-11-07 05:30:00,0.0,10,0,10,2019-11-07 05:30:00+00:00,2019-11-07 02:30:00-03:00,9.843258800929712,10.0
876,15.0,15.0,2019-11-07 06:00:00,0.0,39,0,39,2019-11-07 06:00:00+00:00,2019-11-07 03:00:00-03:00,38.38870932362588,39.0
877,15.0,15.0,2019-11-07 06:30:00,0.0,134,109,105,2019-11-07 06:30:00+00:00,2019-11-07 03:30:00-03:00,103.39374345126667,105.0
878,15.0,6.609999999999991,2019-11-07 07:00:00,0.0,136,9,133,2019-11-07 07:00:00+00:00,2019-11-07 04:00:00-03:00,132.59411526077125,133.0
879,15.0,7.070000000000007,2019-11-07 07:30:00,0.0,245,73,209,2019-11-07 07:30:00+00:00,2019-11-07 04:30:00-03:00,208.27995039075026,209.0
880,15.0,8.900000000000006,2019-11-07 08:00:00,0.0,244,27,228,2019-11-07 08:00:00+00:00,2019-11-07 05:00:00-03:00,228.53660624604214,228.0
881,-4.368819447953598,-1.3926441142766488,2019-11-07 08:30:00,-4.368819447953598,300,34,278,2019-11-07 08:30:00+00:00,2019-11-07 05:30:00-03:00,278.33519064179154,277.6309831269901
882,-11.999999999999998,-11.275695532160396,2019-11-07 09:00:00,-17.453841785315845,336,32,312,2019-11-07 09:00:00+00:00,2019-11-07 06:00:00-03:00,309.2482625863999,305.43637988347876
883,-34.7727457270288,-33.090196273832206,2019-11-07 09:30:00,-34.7727457270288,664,302,413,2019-11-07 09:30:00+00:00,2019-11-07 06:30:00-03:00,383.81591762126146,380.86642122122817
884,-20.0,-25.94102873138847,2019-11-07 10:00:00,-67.65317446427579,546,99,457,2019-11-07 10:00:00+00:00,2019-11-07 07:00:00-03:00,436.17792220536876,328.9146469296001
885,-5.999999999999999,-6.10999999999994,2019-11-07 10:30:00,-60.939256390430856,296,16,281,2019-11-07 10:30:00+00:00,2019-11-07 07:30:00-03:00,286.4723598840937,214.8348707536208
886,-5.999999999999999,-6.069999999999938,2019-11-07 11:00:00,-54.18446602362561,322,18,304,2019-11-07 11:00:00+00:00,2019-11-07 08:00:00-03:00,312.1328256683771,246.28990052291147
887,-3.0000000000000027,-3.3299999999999463,2019-11-07 11:30:00,-47.36864429467449,155,5,150,2019-11-07 11:30:00+00:00,2019-11-07 08:30:00-03:00,153.04942533926564,127.79677490490421
888,-5.000000000000003,-6.95999999999996,2019-11-07 12:00:00,-40.47730305901203,436,29,408,2019-11-07 12:00:00+00:00,2019-11-07 09:00:00-03:00,426.22885675633273,367.8999145040153
889,-3.999999999999999,-4.4999999999999645,2019-11-07 12:30:00,-33.5028266881559,357,20,337,2019-11-07 12:30:00+00:00,2019-11-07 09:30:00-03:00,352.2560680402393,319.17413469407177
890,-2.0,-2.699999999999956,2019-11-07 13:00:00,-26.445075334349408,163,6,157,2019-11-07 13:00:00+00:00,2019-11-07 10:00:00-03:00,162.14188534902016,153.07498856577314
891,-2.0,-2.439999999999931,2019-11-07 13:30:00,-19.31146697644078,227,12,216,2019-11-07 13:30:00+00:00,2019-11-07 10:30:00-03:00,226.99592800675148,219.75864659656992
892,-2.0,-2.6769436892383047,2019-11-07 14:00:00,-12.116456095901396,357,26,335,2019-11-07 14:00:00+00:00,2019-11-07 11:00:00-03:00,359.7973495109049,355.1316831061261
893,-1.000000000000003,-1.3065194200381969,2019-11-07 14:30:00,-4.880335388046442,291,18,277,2019-11-07 14:30:00+00:00,2019-11-07 11:30:00-03:00,294.72233692872993,294.14086045338723
894,0.0,-2.4894821292627656,2019-11-07 15:00:00,2.372604536954086,103,0,103,2019-11-07 15:00:00+00:00,2019-11-07 12:00:00-03:00,102.95528332569091,102.95938294336229
895,0.0,-0.0007703039186579,2019-11-07 15:30:00,9.6163546113846,89,0,89,2019-11-07 15:30:00+00:00,2019-11-07 12:30:00-03:00,88.99999999630003,88.42472725564663
896,0.0,1.5876889794273952,2019-11-07 16:00:00,16.825798766112843,30,0,30,2019-11-07 16:00:00+00:00,2019-11-07 13:00:00-03:00,29.99470206169959,29.409211748763436
897,7.000000000000002,7.959999999999936,2019-11-07 16:30:00,23.979122723178115,172,29,160,2019-11-07 16:30:00+00:00,2019-11-07 13:30:00-03:00,183.8032680949553,173.0280910633253
898,15.0,16.060000000000056,2019-11-07 17:00:00,31.059816553724858,134,49,119,2019-11-07 17:00:00+00:00,2019-11-07 14:00:00-03:00,150.1512707720283,134.09424176033556
899,0.0,0.8599999999999985,2019-11-07 17:30:00,38.05809269749626,34,0,34,2019-11-07 17:30:00+00:00,2019-11-07 14:30:00-03:00,33.99823822583542,30.674718980265
900,0.0,6.970000000000005,2019-11-07 18:00:00,44.97162350502287,11,0,11,2019-11-07 18:00:00+00:00,2019-11-07 15:00:00-03:00,10.962605720679868,9.519731906235839
901,51.80564532531207,53.423199668434094,2019-11-07 18:30:00,51.80564532531207,0,0,0,2019-11-07 18:30:00+00:00,2019-11-07 15:30:00-03:00,0.0,0.0
902,58.572525547247295,57.49738532499404,2019-11-07 19:00:00,58.5725255472473,0,0,0,2019-11-07 19:00:00+00:00,2019-11-07 16:00:00-03:00,0.0,0.0
903,60.0,59.98657177923011,2019-11-07 19:30:00,65.29080479685624,0,0,0,2019-11-07 19:30:00+00:00,2019-11-07 16:30:00-03:00,0.0,0.0
904,44.0750971541852,57.24149736859141,2019-11-07 20:00:00,44.0750971541852,0,0,0,2019-11-07 20:00:00+00:00,2019-11-07 17:00:00-03:00,0.0,0.0
905,22.813820443407625,29.429360209383137,2019-11-07 20:30:00,22.81382044340763,0,0,0,2019-11-07 20:30:00+00:00,2019-11-07 17:30:00-03:00,0.0,0.0
906,8.766322289153665,15.694176251917144,2019-11-07 21:00:00,8.766322289153663,0,0,0,2019-11-07 21:00:00+00:00,2019-11-07 18:00:00-03:00,0.0,0.0
907,15.0,59.55,2019-11-07 21:30:00,0.0,0,0,0,2019-11-07 21:30:00+00:00,2019-11-07 18:30:00-03:00,0.0,0.0
908,15.0,15.0,2019-11-07 22:00:00,0.0,0,0,0,2019-11-07 22:00:00+00:00,2019-11-07 19:00:00-03:00,0.0,0.0
909,15.0,15.0,2019-11-07 22:30:00,0.0,0,0,0,2019-11-07 22:30:00+00:00,2019-11-07 19:30:00-03:00,0.0,0.0
910,15.0,15.0,2019-11-07 23:00:00,0.0,0,0,0,2019-11-07 23:00:00+00:00,2019-11-07 20:00:00-03:00,0.0,0.0
911,15.0,15.0,2019-11-07 23:30:00,0.0,0,0,0,2019-11-07 23:30:00+00:00,2019-11-07 20:30:00-03:00,0.0,0.0
912,15.0,15.0,2019-11-08 00:00:00,0.0,0,0,0,2019-11-08 00:00:00+00:00,2019-11-07 21:00:00-03:00,0.0,0.0
913,15.0,15.0,2019-11-08 00:30:00,0.0,0,0,0,2019-11-08 00:30:00+00:00,2019-11-07 21:30:00-03:00,0.0,0.0
914,15.0,15.0,2019-11-08 01:00:00,0.0,0,0,0,2019-11-08 01:00:00+00:00,2019-11-07 22:00:00-03:00,0.0,0.0
915,15.0,15.0,2019-11-08 01:30:00,0.0,0,0,0,2019-11-08 01:30:00+00:00,2019-11-07 22:30:00-03:00,0.0,0.0
916,15.0,15.0,2019-11-08 02:00:00,0.0,0,0,0,2019-11-08 02:00:00+00:00,2019-11-07 23:00:00-03:00,0.0,0.0
917,15.0,15.0,2019-11-08 02:30:00,0.0,0,0,0,2019-11-08 02:30:00+00:00,2019-11-07 23:30:00-03:00,0.0,0.0
918,15.0,15.0,2019-11-08 03:00:00,0.0,0,0,0,2019-11-08 03:00:00+00:00,2019-11-08 00:00:00-03:00,0.0,0.0
919,15.0,15.0,2019-11-08 03:30:00,0.0,0,0,0,2019-11-08 03:30:00+00:00,2019-11-08 00:30:00-03:00,0.0,0.0
920,15.0,15.0,2019-11-08 04:00:00,0.0,0,0,0,2019-11-08 04:00:00+00:00,2019-11-08 01:00:00-03:00,0.0,0.0
921,15.0,15.0,2019-11-08 04:30:00,0.0,0,0,0,2019-11-08 04:30:00+00:00,2019-11-08 01:30:00-03:00,0.0,0.0
922,15.0,15.0,2019-11-08 05:00:00,0.0,0,0,0,2019-11-08 05:00:00+00:00,2019-11-08 02:00:00-03:00,0.0,0.0
923,15.0,15.0,2019-11-08 05:30:00,0.0,4,0,4,2019-11-08 05:30:00+00:00,2019-11-08 02:30:00-03:00,3.9373035203718856,4.0
924,15.0,15.0,2019-11-08 06:00:00,0.0,21,0,21,2019-11-08 06:00:00+00:00,2019-11-08 03:00:00-03:00,20.6708434819524,21.0
925,15.0,15.0,2019-11-08 06:30:00,0.0,103,20,98,2019-11-08 06:30:00+00:00,2019-11-08 03:30:00-03:00,96.47075108385339,98.0
926,15.0,6.479999999999979,2019-11-08 07:00:00,0.0,202,111,160,2019-11-08 07:00:00+00:00,2019-11-08 04:00:00-03:00,159.540525452599,160.0
927,15.0,4.499999999999997,2019-11-08 07:30:00,0.0,105,0,105,2019-11-08 07:30:00+00:00,2019-11-08 04:30:00-03:00,104.85110721931008,105.0
928,15.0,6.17,2019-11-08 08:00:00,0.0,122,0,122,2019-11-08 08:00:00+00:00,2019-11-08 05:00:00-03:00,121.67491794247147,122.0
929,0.0,-0.4393857722597682,2019-11-08 08:30:00,-4.570963026945137,95,0,95,2019-11-08 08:30:00+00:00,2019-11-08 05:30:00-03:00,94.99871502100657,94.86100754076426
930,-5.999999999999999,-9.883467703533194,2019-11-08 09:00:00,-17.691905479206255,249,13,239,2019-11-08 09:00:00+00:00,2019-11-08 06:00:00-03:00,237.37430525805865,233.81924264144087
931,-7.000000000000002,-11.535603593748498,2019-11-08 09:30:00,-35.12843931314317,296,17,281,2019-11-08 09:30:00+00:00,2019-11-08 06:30:00-03:00,279.6110535717799,257.5664089041872
932,-5.999999999999999,-5.716519420038191,2019-11-08 10:00:00,-67.55226113487134,219,11,209,2019-11-08 10:00:00+00:00,2019-11-08 07:00:00-03:00,211.64910196323092,149.81741675501328
933,-5.999999999999999,-6.069999999999944,2019-11-08 10:30:00,-60.84531643188922,317,17,301,2019-11-08 10:30:00+00:00,2019-11-08 07:30:00-03:00,306.85154252930585,230.32164457195583
934,-5.000000000000003,-4.559821615562137,2019-11-08 11:00:00,-54.09877540630006,183,9,174,2019-11-08 11:00:00+00:00,2019-11-08 08:00:00-03:00,178.4186585977333,141.0435288878646
935,-5.000000000000003,-5.199999999999954,2019-11-08 11:30:00,-47.29247347881086,261,15,246,2019-11-08 11:30:00+00:00,2019-11-08 08:30:00-03:00,254.66487589087714,209.7845183549867
936,-17.0,-20.519999999999992,2019-11-08 12:00:00,-40.41191648465817,712,172,541,2019-11-08 12:00:00+00:00,2019-11-08 09:00:00-03:00,609.1540588734638,510.6353942736259
937,-3.999999999999999,-4.429999999999972,2019-11-08 12:30:00,-33.44945303354807,373,21,352,2019-11-08 12:30:00+00:00,2019-11-08 09:30:00-03:00,368.06913764807774,333.5452132577549
938,-3.0000000000000027,-3.2299999999999174,2019-11-08 13:00:00,-26.40485689304372,251,14,237,2019-11-08 13:00:00+00:00,2019-11-08 10:00:00-03:00,248.95830531254836,234.11987255336857
939,-1.000000000000003,-1.509999999999947,2019-11-08 13:30:00,-19.2853952181874,164,6,158,2019-11-08 13:30:00+00:00,2019-11-08 10:30:00-03:00,163.55666737282695,158.6030364306396
940,0.0,0.0,2019-11-08 14:00:00,-12.10530279683038,122,0,122,2019-11-08 14:00:00+00:00,2019-11-08 11:00:00-03:00,122.0,120.75210625789586
941,0.0,0.0,2019-11-08 14:30:00,-4.884590747602885,48,0,48,2019-11-08 14:30:00+00:00,2019-11-08 11:30:00-03:00,48.0,47.919810570777926
942,0.0,-3.397988411825485,2019-11-08 15:00:00,2.3527761004621235,214,9,208,2019-11-08 15:00:00+00:00,2019-11-08 12:00:00-03:00,216.76489750894655,216.8235967614752
943,0.0,0.0241564842023134,2019-11-08 15:30:00,9.581126729317656,145,0,145,2019-11-08 15:30:00+00:00,2019-11-08 12:30:00-03:00,144.99999407186587,144.06959618531678
944,0.0,3.115521384627975,2019-11-08 16:00:00,16.7756693402571,106,0,106,2019-11-08 16:00:00+00:00,2019-11-08 13:00:00-03:00,105.92793192892377,103.92487916576049
945,0.0,0.2899999999999947,2019-11-08 16:30:00,23.91486902493056,32,0,32,2019-11-08 16:30:00+00:00,2019-11-08 13:30:00-03:00,31.999811449530497,30.736270111692075
946,0.0,0.0599999999999933,2019-11-08 17:00:00,30.98243029288524,73,0,73,2019-11-08 17:00:00+00:00,2019-11-08 14:00:00-03:00,72.99998158770637,68.20898009616634
947,0.0,1.949999999999985,2019-11-08 17:30:00,37.96870735982784,52,0,52,2019-11-08 17:30:00+00:00,2019-11-08 14:30:00-03:00,51.986147976597614,46.93725750089091
948,0.0,5.570000000000013,2019-11-08 18:00:00,44.87144539534896,13,0,13,2019-11-08 18:00:00+00:00,2019-11-08 15:00:00-03:00,12.971764579899416,11.25797538693208
949,51.695898118160336,53.40065527389902,2019-11-08 18:30:00,51.695898118160336,0,0,0,2019-11-08 18:30:00+00:00,2019-11-08 15:30:00-03:00,0.0,0.0
950,58.45441557488157,57.388133848930735,2019-11-08 19:00:00,58.45441557488157,0,0,0,2019-11-08 19:00:00+00:00,2019-11-08 16:00:00-03:00,0.0,0.0
951,60.0,59.98657177923011,2019-11-08 19:30:00,65.16551433966708,0,0,0,2019-11-08 19:30:00+00:00,2019-11-08 16:30:00-03:00,0.0,0.0
952,44.715395945366666,58.09605556100367,2019-11-08 20:00:00,44.715395945366666,0,0,0,2019-11-08 20:00:00+00:00,2019-11-08 17:00:00-03:00,0.0,0.0
953,23.13888601253519,29.64637900833656,2019-11-08 20:30:00,23.13888601253519,0,0,0,2019-11-08 20:30:00+00:00,2019-11-08 17:30:00-03:00,0.0,0.0
954,9.030395374438609,16.02890381514504,2019-11-08 21:00:00,9.030395374438612,0,0,0,2019-11-08 21:00:00+00:00,2019-11-08 18:00:00-03:00,0.0,0.0
955,15.0,59.55,2019-11-08 21:30:00,0.0,0,0,0,2019-11-08 21:30:00+00:00,2019-11-08 18:30:00-03:00,0.0,0.0
956,15.0,15.0,2019-11-08 22:00:00,0.0,0,0,0,2019-11-08 22:00:00+00:00,2019-11-08 19:00:00-03:00,0.0,0.0
957,15.0,15.0,2019-11-08 22:30:00,0.0,0,0,0,2019-11-08 22:30:00+00:00,2019-11-08 19:30:00-03:00,0.0,0.0
958,15.0,15.0,2019-11-08 23:00:00,0.0,0,0,0,2019-11-08 23:00:00+00:00,2019-11-08 20:00:00-03:00,0.0,0.0
959,15.0,15.0,2019-11-08 23:30:00,0.0,0,0,0,2019-11-08 23:30:00+00:00,2019-11-08 20:30:00-03:00,0.0,0.0
960,15.0,15.0,2019-11-09 00:00:00,0.0,0,0,0,2019-11-09 00:00:00+00:00,2019-11-08 21:00:00-03:00,0.0,0.0
961,15.0,15.0,2019-11-09 00:30:00,0.0,0,0,0,2019-11-09 00:30:00+00:00,2019-11-08 21:30:00-03:00,0.0,0.0
962,15.0,15.0,2019-11-09 01:00:00,0.0,0,0,0,2019-11-09 01:00:00+00:00,2019-11-08 22:00:00-03:00,0.0,0.0
963,15.0,15.0,2019-11-09 01:30:00,0.0,0,0,0,2019-11-09 01:30:00+00:00,2019-11-08 22:30:00-03:00,0.0,0.0
964,15.0,15.0,2019-11-09 02:00:00,0.0,0,0,0,2019-11-09 02:00:00+00:00,2019-11-08 23:00:00-03:00,0.0,0.0
965,15.0,15.0,2019-11-09 02:30:00,0.0,0,0,0,2019-11-09 02:30:00+00:00,2019-11-08 23:30:00-03:00,0.0,0.0
966,15.0,15.0,2019-11-09 03:00:00,0.0,0,0,0,2019-11-09 03:00:00+00:00,2019-11-09 00:00:00-03:00,0.0,0.0
967,15.0,15.0,2019-11-09 03:30:00,0.0,0,0,0,2019-11-09 03:30:00+00:00,2019-11-09 00:30:00-03:00,0.0,0.0
968,15.0,15.0,2019-11-09 04:00:00,0.0,0,0,0,2019-11-09 04:00:00+00:00,2019-11-09 01:00:00-03:00,0.0,0.0
969,15.0,15.0,2019-11-09 04:30:00,0.0,0,0,0,2019-11-09 04:30:00+00:00,2019-11-09 01:30:00-03:00,0.0,0.0
970,15.0,15.0,2019-11-09 05:00:00,0.0,0,0,0,2019-11-09 05:00:00+00:00,2019-11-09 02:00:00-03:00,0.0,0.0
971,15.0,15.0,2019-11-09 05:30:00,0.0,10,0,10,2019-11-09 05:30:00+00:00,2019-11-09 02:30:00-03:00,9.843258800929712,10.0
972,15.0,15.0,2019-11-09 06:00:00,0.0,24,0,24,2019-11-09 06:00:00+00:00,2019-11-09 03:00:00-03:00,23.623821122231316,24.0
973,15.0,15.0,2019-11-09 06:30:00,0.0,21,0,21,2019-11-09 06:30:00+00:00,2019-11-09 03:30:00-03:00,20.6708434819524,21.0
974,15.0,6.449999999999996,2019-11-09 07:00:00,0.0,38,0,38,2019-11-09 07:00:00+00:00,2019-11-09 04:00:00-03:00,37.88935624583717,38.0
975,15.0,4.499999999999997,2019-11-09 07:30:00,0.0,25,0,25,2019-11-09 07:30:00+00:00,2019-11-09 04:30:00-03:00,24.964549337930976,25.0
976,15.0,7.41000000000001,2019-11-09 08:00:00,0.0,262,37,240,2019-11-09 08:00:00+00:00,2019-11-09 05:00:00-03:00,240.76943162816474,240.0
977,-4.765352444049953,-1.4081905111807758,2019-11-09 08:30:00,-4.765352444049952,370,78,317,2019-11-09 08:30:00+00:00,2019-11-09 05:30:00-03:00,318.08038041362215,316.5032690781478
978,-17.920694896036444,-11.238339699780964,2019-11-09 09:00:00,-17.920694896036444,506,158,386,2019-11-09 09:00:00+00:00,2019-11-09 06:00:00-03:00,382.68732061600457,377.618259472282
979,-5.999999999999999,-10.914155235153364,2019-11-09 09:30:00,-35.47240026393663,280,15,267,2019-11-09 09:30:00+00:00,2019-11-09 06:30:00-03:00,266.03942121123754,244.3005271072683
980,-9.000000000000002,-11.080196779254516,2019-11-09 10:00:00,-67.4560651622898,397,31,370,2019-11-09 10:00:00+00:00,2019-11-09 07:00:00-03:00,372.9166342886139,265.7192140472151
981,-25.000000000000004,-28.299199062536022,2019-11-09 10:30:00,-60.75605099647974,663,168,505,2019-11-09 10:30:00+00:00,2019-11-09 07:30:00-03:00,480.65851899111215,389.4178048052325
982,-7.999999999999998,-8.740000000000016,2019-11-09 11:00:00,-54.01769850816965,463,36,428,2019-11-09 11:00:00+00:00,2019-11-09 08:00:00-03:00,442.1661426780857,347.37140457587395
983,-5.000000000000003,-6.039999999999941,2019-11-09 11:30:00,-47.22083452508989,390,23,368,2019-11-09 11:30:00+00:00,2019-11-09 08:30:00-03:00,380.81448245916266,313.9729777804415
984,-11.999999999999998,-15.800000000000006,2019-11-09 12:00:00,-40.3509550103506,635,108,528,2019-11-09 12:00:00+00:00,2019-11-09 09:00:00-03:00,579.1119625664389,488.6562010603045
985,-9.999999999999998,-14.440000000000024,2019-11-09 12:30:00,-33.400369371700926,625,108,520,2019-11-09 12:30:00+00:00,2019-11-09 09:30:00-03:00,584.9694936095727,523.6663017836664
986,-7.999999999999998,-10.800000000000043,2019-11-09 13:00:00,-26.368762805388176,583,93,494,2019-11-09 13:00:00+00:00,2019-11-09 10:00:00-03:00,563.939743489593,526.8742122792926
987,-7.000000000000002,-11.652966302837276,2019-11-09 13:30:00,-19.263251426651856,584,117,478,2019-11-09 13:30:00+00:00,2019-11-09 10:30:00-03:00,573.4893512665016,557.0528449918328
988,-3.0000000000000027,-7.306947686294474,2019-11-09 14:00:00,-12.097852580180486,480,72,418,2019-11-09 14:00:00+00:00,2019-11-09 11:00:00-03:00,483.97644774647466,479.0798976894562
989,-2.0,-5.046748065911227,2019-11-09 14:30:00,-4.892300704616815,474,102,393,2019-11-09 14:30:00+00:00,2019-11-09 11:30:00-03:00,492.117500302155,492.2057455885788
990,0.9999999999999964,-7.599485655094223,2019-11-09 15:00:00,2.329758026393105,387,76,334,2019-11-09 15:00:00+00:00,2019-11-09 12:00:00-03:00,407.83935080447674,409.11436790754453
991,7.999999999999998,1.677951008094376,2019-11-09 15:30:00,9.542981693686215,535,503,223,2019-11-09 15:30:00+00:00,2019-11-09 12:30:00-03:00,713.332356324325,694.1957304512839
992,10.000000000000004,10.26178114487714,2019-11-09 16:00:00,16.722893263581174,321,155,240,2019-11-09 16:00:00+00:00,2019-11-09 13:00:00-03:00,375.73481544914944,364.16653489924647
993,6.000000000000005,7.939999999999938,2019-11-09 16:30:00,23.848227942958545,172,27,161,2019-11-09 16:30:00+00:00,2019-11-09 13:30:00-03:00,183.16848648624233,172.82574669114157
994,26.0,25.119999999999965,2019-11-09 17:00:00,30.902896546487217,197,257,118,2019-11-09 17:00:00+00:00,2019-11-09 14:00:00-03:00,256.52878277383485,231.93446653973473
995,18.000000000000004,13.539999999999962,2019-11-09 17:30:00,37.8773885321039,77,29,71,2019-11-09 17:30:00+00:00,2019-11-09 14:30:00-03:00,88.17304035235844,71.29713489078098
996,0.0,5.310000000000015,2019-11-09 18:00:00,44.76951705932119,22,0,22,2019-11-09 18:00:00+00:00,2019-11-09 15:00:00-03:00,21.95657064045801,19.064648672519667
997,51.58454989896129,53.31658047569702,2019-11-09 18:30:00,51.584549898961285,0,0,0,2019-11-09 18:30:00+00:00,2019-11-09 15:30:00-03:00,0.0,0.0
998,58.33481755183919,57.21602015584699,2019-11-09 19:00:00,58.33481755183919,0,0,0,2019-11-09 19:00:00+00:00,2019-11-09 16:00:00-03:00,0.0,0.0
999,60.0,59.98657177923011,2019-11-09 19:30:00,65.0388109282373,0,0,0,2019-11-09 19:30:00+00:00,2019-11-09 16:30:00-03:00,0.0,0.0
1000,45.38296586372191,58.79700238568349,2019-11-09 20:00:00,45.3829658637219,0,0,0,2019-11-09 20:00:00+00:00,2019-11-09 17:00:00-03:00,0.0,0.0
1001,23.46966004746012,29.734954855023744,2019-11-09 20:30:00,23.469660047460124,0,0,0,2019-11-09 20:30:00+00:00,2019-11-09 17:30:00-03:00,0.0,0.0
1002,9.298047890862904,16.34768817214931,2019-11-09 21:00:00,9.298047890862904,0,0,0,2019-11-09 21:00:00+00:00,2019-11-09 18:00:00-03:00,0.0,0.0
1003,15.0,59.55,2019-11-09 21:30:00,0.0,0,0,0,2019-11-09 21:30:00+00:00,2019-11-09 18:30:00-03:00,0.0,0.0
1004,15.0,15.0,2019-11-09 22:00:00,0.0,0,0,0,2019-11-09 22:00:00+00:00,2019-11-09 19:00:00-03:00,0.0,0.0
1005,15.0,15.0,2019-11-09 22:30:00,0.0,0,0,0,2019-11-09 22:30:00+00:00,2019-11-09 19:30:00-03:00,0.0,0.0
1006,15.0,15.0,2019-11-09 23:00:00,0.0,0,0,0,2019-11-09 23:00:00+00:00,2019-11-09 20:00:00-03:00,0.0,0.0
1007,15.0,15.0,2019-11-09 23:30:00,0.0,0,0,0,2019-11-09 23:30:00+00:00,2019-11-09 20:30:00-03:00,0.0,0.0
1008,15.0,15.0,2019-11-10 00:00:00,0.0,0,0,0,2019-11-10 00:00:00+00:00,2019-11-09 21:00:00-03:00,0.0,0.0
1009,15.0,15.0,2019-11-10 00:30:00,0.0,0,0,0,2019-11-10 00:30:00+00:00,2019-11-09 21:30:00-03:00,0.0,0.0
1010,15.0,15.0,2019-11-10 01:00:00,0.0,0,0,0,2019-11-10 01:00:00+00:00,2019-11-09 22:00:00-03:00,0.0,0.0
1011,15.0,15.0,2019-11-10 01:30:00,0.0,0,0,0,2019-11-10 01:30:00+00:00,2019-11-09 22:30:00-03:00,0.0,0.0
1012,15.0,15.0,2019-11-10 02:00:00,0.0,0,0,0,2019-11-10 02:00:00+00:00,2019-11-09 23:00:00-03:00,0.0,0.0
1013,15.0,15.0,2019-11-10 02:30:00,0.0,0,0,0,2019-11-10 02:30:00+00:00,2019-11-09 23:30:00-03:00,0.0,0.0
1014,15.0,15.0,2019-11-10 03:00:00,0.0,0,0,0,2019-11-10 03:00:00+00:00,2019-11-10 00:00:00-03:00,0.0,0.0
1015,15.0,15.0,2019-11-10 03:30:00,0.0,0,0,0,2019-11-10 03:30:00+00:00,2019-11-10 00:30:00-03:00,0.0,0.0
1016,15.0,15.0,2019-11-10 04:00:00,0.0,0,0,0,2019-11-10 04:00:00+00:00,2019-11-10 01:00:00-03:00,0.0,0.0
1017,15.0,15.0,2019-11-10 04:30:00,0.0,0,0,0,2019-11-10 04:30:00+00:00,2019-11-10 01:30:00-03:00,0.0,0.0
1018,15.0,15.0,2019-11-10 05:00:00,0.0,0,0,0,2019-11-10 05:00:00+00:00,2019-11-10 02:00:00-03:00,0.0,0.0
1019,15.0,15.0,2019-11-10 05:30:00,0.0,8,0,8,2019-11-10 05:30:00+00:00,2019-11-10 02:30:00-03:00,7.874607040743771,8.0
1020,15.0,15.0,2019-11-10 06:00:00,0.0,13,0,13,2019-11-10 06:00:00+00:00,2019-11-10 03:00:00-03:00,12.796236441208627,13.0
1021,15.0,15.0,2019-11-10 06:30:00,0.0,90,0,90,2019-11-10 06:30:00+00:00,2019-11-10 03:30:00-03:00,88.58932920836742,90.0
1022,15.0,6.449999999999996,2019-11-10 07:00:00,0.0,116,0,116,2019-11-10 07:00:00+00:00,2019-11-10 04:00:00-03:00,115.66224538202927,116.0
1023,15.0,4.499999999999997,2019-11-10 07:30:00,0.0,84,0,84,2019-11-10 07:30:00+00:00,2019-11-10 04:30:00-03:00,83.88088577544808,84.0
1024,15.0,5.739999999999981,2019-11-10 08:00:00,0.0,189,7,185,2019-11-10 08:00:00+00:00,2019-11-10 05:00:00-03:00,184.71353851092385,185.0
1025,-4.951747972648253,-1.2476009751897887,2019-11-10 08:30:00,-4.951747972648249,215,10,208,2019-11-10 08:30:00+00:00,2019-11-10 05:30:00-03:00,208.16539051206544,207.64394274090878
1026,-5.999999999999999,-9.853332415007488,2019-11-10 09:00:00,-18.139953130078148,253,13,242,2019-11-10 09:00:00+00:00,2019-11-10 06:00:00-03:00,240.36441312732737,236.48913777783997
1027,-5.000000000000003,-4.835552275456987,2019-11-10 09:30:00,-35.803986232587974,193,8,186,2019-11-10 09:30:00+00:00,2019-11-10 06:30:00-03:00,187.1989668223648,169.88405165946966
1028,-9.000000000000002,-12.680000000000016,2019-11-10 10:00:00,-67.36464287308875,414,34,383,2019-11-10 10:00:00+00:00,2019-11-10 07:00:00-03:00,384.5162606866075,275.3882762576857
1029,-5.999999999999999,-6.0199999999999365,2019-11-10 10:30:00,-60.67150994038659,303,17,287,2019-11-10 10:30:00+00:00,2019-11-10 07:30:00-03:00,292.9538307447536,219.9720291826723
1030,-5.000000000000003,-5.109999999999957,2019-11-10 11:00:00,-53.941278766720245,210,11,199,2019-11-10 11:00:00+00:00,2019-11-10 08:00:00-03:00,204.27904234461596,161.52274340455315
1031,-5.000000000000003,-5.23999999999995,2019-11-10 11:30:00,-47.15376452225707,247,14,233,2019-11-10 11:30:00+00:00,2019-11-10 08:30:00-03:00,241.0914763145506,198.88513707522776
1032,-3.999999999999999,-5.059999999999969,2019-11-10 12:00:00,-40.2944495137596,334,18,316,2019-11-10 12:00:00+00:00,2019-11-10 09:00:00-03:00,328.08130213853957,284.6201150979123
1033,-3.999999999999999,-4.209999999999983,2019-11-10 12:30:00,-33.35560059531097,262,15,248,2019-11-10 12:30:00+00:00,2019-11-10 09:30:00-03:00,259.5711347549568,235.22285124920228
